object_id,Time (MJD),Flux,Flux_err,Filter
Druadan_galadhrim_narthan,63287.8895,0.46780734000000007,0.9212889000000001,i
Druadan_galadhrim_narthan,63310.954,-0.38481381,0.3312237800000001,i
Druadan_galadhrim_narthan,63310.954,-0.1543615,0.27118946,r
Druadan_galadhrim_narthan,63313.2604,0.56472588,0.36681162000000006,i
Druadan_galadhrim_narthan,63315.5669,0.62287367,0.8301258899999999,i
Druadan_galadhrim_narthan,63322.4862,-0.74482977,0.45359374999999996,i
Druadan_galadhrim_narthan,63322.4862,-0.29305523,0.214529,r
Druadan_galadhrim_narthan,63329.4056,0.6431038299999999,0.1975753,g
Druadan_galadhrim_narthan,63329.4056,-0.30886596,0.69768993,u
Druadan_galadhrim_narthan,63560.0507,-0.6606904,0.30593537,i
Druadan_galadhrim_narthan,63562.3572,-0.22584446,0.1554256,g
Druadan_galadhrim_narthan,63562.3572,-0.21783175,0.16260294,r
Druadan_galadhrim_narthan,63566.9701,0.01496758,0.12588234,g
Druadan_galadhrim_narthan,63566.9701,-0.02125894,0.43999571,u
Druadan_galadhrim_narthan,63571.583,-0.00356192,0.24721408,r
Druadan_galadhrim_narthan,63573.8894,0.0171625,0.16762464,r
Druadan_galadhrim_narthan,63573.8894,0.54607457,0.39936601,u
Druadan_galadhrim_narthan,63594.6475,0.12806493,0.19521328,g
Druadan_galadhrim_narthan,63594.6475,-0.05276502,0.44829277999999995,u
Druadan_galadhrim_narthan,63610.7926,-0.1256747,0.30688861,i
Druadan_galadhrim_narthan,63610.7926,0.30916552,0.34344550000000007,r
Druadan_galadhrim_narthan,63613.0991,-0.4877921800000001,1.24814861,y
Druadan_galadhrim_narthan,63624.6313,-0.06940573,0.24159963000000004,i
Druadan_galadhrim_narthan,63624.6313,-0.12364893999999998,0.16696644,r
Druadan_galadhrim_narthan,63643.083,-2.803044,1.28114505,y
Druadan_galadhrim_narthan,63679.9862,-0.45086472000000005,0.4166785499999999,i
Druadan_galadhrim_narthan,63698.4378,-0.2467093,1.44761455,y
Druadan_galadhrim_narthan,63712.2765,0.15973086,0.22753719,r
Druadan_galadhrim_narthan,63712.2765,-0.47604202,0.68609942,u
Druadan_galadhrim_narthan,63746.8733,0.00792906,0.23983622000000002,r
Druadan_galadhrim_narthan,63746.8733,-0.17051623,0.70977486,u
Druadan_galadhrim_narthan,63908.3248,7.86331284,0.7589172900000001,i
Druadan_galadhrim_narthan,63908.3248,8.42172188,0.92896661,z
Druadan_galadhrim_narthan,63924.47,2.33671882,0.09779634,g
Druadan_galadhrim_narthan,63924.47,4.4882776,0.15946627,r
Druadan_galadhrim_narthan,63926.7764,4.26415444,0.21736073,i
Druadan_galadhrim_narthan,63926.7764,3.6018114,0.13352964,r
Druadan_galadhrim_narthan,63936.0022,3.5076319899999997,0.56788027,i
Druadan_galadhrim_narthan,63936.0022,2.09664936,0.86666536,r
Druadan_galadhrim_narthan,63940.6152,2.9928767,0.32516514999999996,i
Druadan_galadhrim_narthan,63940.6152,2.00146132,0.31793983,r
Druadan_galadhrim_narthan,63959.0668,1.94282841,0.2634816,i
Druadan_galadhrim_narthan,63959.0668,0.9222011199999999,0.15694479,r
Druadan_galadhrim_narthan,63963.6797,0.06933294,1.2795572,y
Druadan_galadhrim_narthan,63963.6797,2.36609942,0.49714454999999996,z
Druadan_galadhrim_narthan,63972.9055,0.4882157,0.17182212999999996,r
Druadan_galadhrim_narthan,64005.1958,0.15138949,0.15178874,r
Druadan_galadhrim_narthan,64007.5022,-0.04176742,0.28956736,u
Druadan_galadhrim_narthan,64014.4216,0.16669293,0.16386216,r
Druadan_galadhrim_narthan,64014.4216,0.1639657,0.32278654,u
Druadan_galadhrim_narthan,64023.6474,1.0554029,0.53738718,i
Druadan_galadhrim_narthan,64023.6474,-0.27218331,0.57455777,z
Druadan_galadhrim_narthan,64039.7925,0.37152652,0.20359819999999998,r
Druadan_galadhrim_narthan,64044.4055,-0.28142023,0.34188769,i
Druadan_galadhrim_narthan,64049.0184,-0.02591505,0.22786415999999998,i
Druadan_galadhrim_narthan,64049.0184,0.17916131,0.18240731,r
Druadan_galadhrim_narthan,64249.6796,0.32413367,0.20907630000000002,r
Druadan_galadhrim_narthan,64263.5183,0.29318146,0.30474927,i
Druadan_galadhrim_narthan,64263.5183,-0.34820916,0.33331968,r
Druadan_galadhrim_narthan,64279.6635,0.0885143,0.60206672,i
Druadan_galadhrim_narthan,64279.6635,-0.17969737,0.18215892,r
Druadan_galadhrim_narthan,64281.9699,-0.06675848,0.07499092,g
Druadan_galadhrim_narthan,64281.9699,0.04864022,0.23837173,u
Druadan_galadhrim_narthan,64293.5022,0.12454953999999999,0.23311871,i
Druadan_galadhrim_narthan,64302.728,-0.09819018,0.19474943000000003,g
Druadan_galadhrim_narthan,64302.728,-0.32487318,0.5001525,u
Druadan_galadhrim_narthan,64307.3409,0.25999125,0.31270361,i
Druadan_galadhrim_narthan,64307.3409,0.18175254,0.18663735,r
Druadan_galadhrim_narthan,64323.486,0.34111303,0.3238196400000001,i
Druadan_galadhrim_narthan,64323.486,0.48110367,0.54919534,z
Druadan_galadhrim_narthan,64332.7118,0.08927987,0.25914952,i
Druadan_galadhrim_narthan,64332.7118,0.0468643,0.14409533,r
Druadan_galadhrim_narthan,64337.3247,-0.04385421,0.4037644799999999,u
Druadan_galadhrim_narthan,64346.5505,-0.13605275,0.18192561,r
Druadan_galadhrim_narthan,64348.857,0.42538966,1.25624815,y
Druadan_galadhrim_narthan,64360.3893,-0.03339932,0.11542141,g
Druadan_galadhrim_narthan,64360.3893,-0.23856029000000004,0.2899477,u
Druadan_galadhrim_narthan,64365.0022,-0.30878674,0.30613842,i
Druadan_galadhrim_narthan,64374.228,0.16705214,0.19207703,r
Druadan_galadhrim_narthan,64406.5183,0.31942933,0.43900408,z
Druadan_galadhrim_narthan,64422.6634,-0.05008014,0.13377975,g
Druadan_galadhrim_narthan,64422.6634,0.43114228,0.32853366,i
Druadan_galadhrim_narthan,64422.6634,0.30397136,0.39634803,u
Druadan_galadhrim_narthan,64424.9699,0.03091573,0.09970412,g
Druadan_galadhrim_narthan,64424.9699,-0.03596654,0.16069741999999998,r
Druadan_galadhrim_narthan,64457.2602,0.19134933,0.21805504999999997,r
