object_id,Time (MJD),Flux,Flux_err,Filter
Druadan_lorn_morgul,61993.6956,-0.03674955025892038,0.3680477197033097,i
Druadan_lorn_morgul,61993.6956,0.7937359185612113,0.6262259304856583,z
Druadan_lorn_morgul,61995.4244,0.5548571312136307,0.5225738429541782,i
Druadan_lorn_morgul,61995.4244,0.4217693729179246,0.7753333114196386,z
Druadan_lorn_morgul,62024.8138,-0.5174592703280466,0.30150611720182596,i
Druadan_lorn_morgul,62045.5593,-0.5806872784438252,1.3381989749552021,y
Druadan_lorn_morgul,62049.0169,-0.7402630197277831,0.6173541046463559,i
Druadan_lorn_morgul,62055.9321,-0.3549755596866433,0.07463346253784933,g
Druadan_lorn_morgul,62055.9321,-0.23342801464507917,0.1077083528463071,r
Druadan_lorn_morgul,62076.6776,-0.36445239929026957,0.28035557743739514,g
Druadan_lorn_morgul,62076.6776,-0.2657614982827167,0.24622662959225738,i
Druadan_lorn_morgul,62076.6776,-0.3066545583056108,0.14846215252725267,r
Druadan_lorn_morgul,62168.3035,-4.131055219785035,3.5184168620319034,i
Druadan_lorn_morgul,62372.3009,-0.20595059720466202,1.0931788418867336,y
Druadan_lorn_morgul,62372.3009,1.1609678098504879,0.7509967965074891,z
Druadan_lorn_morgul,62387.86,0.3896323662138544,0.24322504563205916,i
Druadan_lorn_morgul,62391.3176,0.8242627657029068,0.19653521538961297,g
Druadan_lorn_morgul,62391.3176,1.4514037166581728,0.4656851831335992,u
Druadan_lorn_morgul,62396.504,0.05810801775833556,0.270605427530385,i
Druadan_lorn_morgul,62396.504,0.6128565237925994,0.3989059206087163,z
Druadan_lorn_morgul,62398.2327,0.4804742693169167,0.9894567575702246,y
Druadan_lorn_morgul,62424.1646,0.14636914713715476,0.37224282852047424,z
Druadan_lorn_morgul,62425.8934,1.6267140721566482,1.231132965997493,y
Druadan_lorn_morgul,62429.351,0.3560143734640494,0.3660158436507088,i
Druadan_lorn_morgul,62431.0798,-0.5388658230227515,1.1424288377033638,y
Druadan_lorn_morgul,62444.9101,0.5134521840770412,0.12614927670479212,r
Druadan_lorn_morgul,62444.9101,0.6384009230557949,0.23245367415246174,u
Druadan_lorn_morgul,62453.5541,0.4346362189328029,0.2636060908749553,i
Druadan_lorn_morgul,62453.5541,0.40629984327700314,0.4360226678631336,z
Druadan_lorn_morgul,62482.9435,0.5309086066840945,0.3557348453539124,i
Druadan_lorn_morgul,62482.9435,-0.0731830173737422,0.4921821404473528,z
Druadan_lorn_morgul,62527.8921,0.7246913418210275,1.2557002757500695,i
Druadan_lorn_morgul,62536.536,2.3182196291961117,1.418140239353157,z
Druadan_lorn_morgul,62539.9936,-0.01040739754264087,1.2720132012005974,r
Druadan_lorn_morgul,62680.0257,1.2408681176273952,0.3281166638829325,r
Druadan_lorn_morgul,62680.0257,2.7401860682585553,0.6116149158542218,u
Druadan_lorn_morgul,62685.2121,1.1279793963891875,0.1578020571913445,r
Druadan_lorn_morgul,62685.2121,1.731108795972811,0.2788051707505105,u
Druadan_lorn_morgul,62695.5848,0.7762033105061585,0.5740126638611386,z
Druadan_lorn_morgul,62697.3136,-0.4140573995649556,1.8956729288227587,y
Druadan_lorn_morgul,62704.2288,1.0093217834435924,0.37235959889253667,z
Druadan_lorn_morgul,62705.9576,0.25505325939524276,0.29375545588307594,i
Druadan_lorn_morgul,62705.9576,0.7772450869600095,0.1932640905273817,r
Druadan_lorn_morgul,62707.6864,0.9480919601787445,0.13872607180209542,r
Druadan_lorn_morgul,62707.6864,1.8206775812699605,0.39394467925285687,u
Druadan_lorn_morgul,62712.8727,0.9744752805391669,0.1623245457533816,r
Druadan_lorn_morgul,62712.8727,1.2087173383018865,0.3111251141632487,u
Druadan_lorn_morgul,62719.7879,0.39566608621269805,0.18089673961975555,i
Druadan_lorn_morgul,62719.7879,1.1811449049034026,0.5012065396417456,z
Druadan_lorn_morgul,62721.5167,-0.7435083652198589,1.102524634606509,y
Druadan_lorn_morgul,62731.8894,0.9083578990843663,0.3321249685293498,i
Druadan_lorn_morgul,62731.8894,0.87067972318323,0.17098723443469308,r
Druadan_lorn_morgul,62731.8894,0.29597496663186157,0.46744712813854983,z
Druadan_lorn_morgul,62740.5334,0.625677576950771,0.18660064535170484,r
Druadan_lorn_morgul,62742.2622,1.042154640808471,0.07022973593839232,g
Druadan_lorn_morgul,62742.2622,0.6607737596223463,0.11757299645682888,r
Druadan_lorn_morgul,62747.4486,0.4023801242621616,0.3277492534459195,i
Druadan_lorn_morgul,62747.4486,0.6941185241186512,0.5301733678183695,z
Druadan_lorn_morgul,62750.9062,-2.3142198965210317,1.4162907453017555,y
Druadan_lorn_morgul,62752.6349,0.47786506917010596,0.22341111698456367,i
Druadan_lorn_morgul,62752.6349,0.07376706185751938,0.4964932664923439,z
Druadan_lorn_morgul,62754.3637,1.009969359228101,0.40082171383032067,i
Druadan_lorn_morgul,62754.3637,0.1792407266762076,0.6781553309513182,z
Druadan_lorn_morgul,62756.0925,0.7315418159676473,0.4704580627590598,i
Druadan_lorn_morgul,62756.0925,1.0151509446015492,0.7471871200321243,z
Druadan_lorn_morgul,62757.8213,0.6321238464686995,0.30476335346402084,i
Druadan_lorn_morgul,62757.8213,0.1408022783099843,0.33404822118471156,z
Druadan_lorn_morgul,62759.5501,0.7796221638096149,0.28247147297677533,r
Druadan_lorn_morgul,62768.1941,0.8134092028992097,0.1282475053364562,r
Druadan_lorn_morgul,62769.9229,0.989101830744958,0.19749394566923878,r
Druadan_lorn_morgul,62769.9229,1.3304834500299172,0.48372675144628247,u
Druadan_lorn_morgul,62778.5668,0.3383965204806362,0.20280463566915455,i
Druadan_lorn_morgul,62780.2956,0.8216253780239116,0.30664047609678613,r
Druadan_lorn_morgul,62790.6683,0.2685970812597196,0.23468636051778366,i
Druadan_lorn_morgul,62790.6683,1.0155032685071337,0.18733700661154887,r
Druadan_lorn_morgul,62806.2275,0.8961641493446374,0.3114021511683943,i
Druadan_lorn_morgul,62806.2275,0.5845429841015997,0.18506075837712796,r
Druadan_lorn_morgul,62816.6002,0.09459637441138591,0.8743135728684799,y
Druadan_lorn_morgul,62821.7866,0.8802010247669365,0.11155176948576591,g
Druadan_lorn_morgul,62821.7866,0.7980659758011098,0.159678309245506,r
Druadan_lorn_morgul,62826.973,0.8299282711724523,0.25181455588949436,i
Druadan_lorn_morgul,62832.1593,1.0504243311025332,0.3302313604773432,i
Druadan_lorn_morgul,62832.1593,0.4871030809236612,0.2032940848735212,r
Druadan_lorn_morgul,62833.8881,0.5830509049457818,0.1493240246737486,r
Druadan_lorn_morgul,62833.8881,1.4458610571633879,0.30168550792267346,u
Druadan_lorn_morgul,62833.8881,-0.439020365467234,0.5650856104830806,z
Druadan_lorn_morgul,62837.3457,-0.42119988789069396,0.764195937547401,y
Druadan_lorn_morgul,62842.5321,0.5276153007161789,1.6781147040987894,y
Druadan_lorn_morgul,62842.5321,0.6375608785562454,0.5787998841449232,z
Druadan_lorn_morgul,62851.176,0.8377628813031169,0.17215134047959826,g
Druadan_lorn_morgul,62859.82,1.0537417074381552,0.6208531956969168,z
Druadan_lorn_morgul,62865.0064,1.0892753830479949,0.22411613435231334,g
Druadan_lorn_morgul,62865.0064,2.226170059802908,0.5203126939607007,u
Druadan_lorn_morgul,62908.2261,2.6091335950840993,0.9851959073724942,r
Druadan_lorn_morgul,62992.9369,-0.40286081902562976,1.649675031736404,y
Druadan_lorn_morgul,62992.9369,1.7655898731403392,0.7788786578107193,z
Druadan_lorn_morgul,63049.987,1.6808086895713912,1.0618321155871913,y
Druadan_lorn_morgul,63051.7158,1.4548791917559343,1.010964877466426,y
Druadan_lorn_morgul,63065.5461,1.2720904290325354,0.15422042381396164,g
Druadan_lorn_morgul,63065.5461,2.050107284755523,0.32827085870688877,u
Druadan_lorn_morgul,63069.0037,0.9162824216643591,0.13693326835702732,r
Druadan_lorn_morgul,63105.3083,1.3425054619948114,0.11763873064715355,g
Druadan_lorn_morgul,63105.3083,0.8880277754624624,0.17777873041541353,r
Druadan_lorn_morgul,63115.6811,0.44216677852434566,0.4202725365241792,z
Druadan_lorn_morgul,63119.1387,0.750389883704765,0.30053712170112107,i
Druadan_lorn_morgul,63139.8842,0.7031373796930671,0.5681482419988527,i
Druadan_lorn_morgul,63139.8842,0.4233029091507798,0.726249050773846,z
Druadan_lorn_morgul,63141.613,1.3806917360234123,0.9612616879264338,y
Druadan_lorn_morgul,63158.9009,0.5611938378638575,0.17623870786206622,i
Druadan_lorn_morgul,63158.9009,0.8698448274280389,0.10039588683031851,r
Druadan_lorn_morgul,63165.816,2.3899461632078975,1.141379222079077,y
Druadan_lorn_morgul,63267.8147,1.9308979925262326,3.039417818991132,z
Druadan_lorn_morgul,63416.4908,0.8560870482632318,0.47707398202494256,i
Druadan_lorn_morgul,63423.4059,1.3374036283143134,0.1489203304971927,g
Druadan_lorn_morgul,63423.4059,1.0270807900662378,0.14090761590196949,r
Druadan_lorn_morgul,63423.4059,1.5328446268421199,0.48672992204409454,u
